"year","country","state","city","shape","duration..seconds.","comments"
1968,"us","co","colorado springs","sphere","300","Possibly observed a &quot;mother ship&quot; with three smaller craft darting about it."
1968,"us","ar","tontitown","unknown","120","Mysterious illuminated cloud appears over the National Forrest."
1954,"us","ny","geneva","disk","120","While marching on a bivouac maneuver in (?) September 1954&#44 I caught a glimpse overhead of a disc-shaped&#44 metallic in color object that"
1957,"us","tx","graham","sphere","30","Three shiny spheres over Graham Texas"
1957,"us","oh","brecksville","circle","180","20 ft in diameter glowing ufo landed a few feet from my car ."
1958,"us","nd","fargo","disk","900","Flying Saucer seen while driving home from work."
1961,"us","oh","toledo","light","172800","Watched light move over woods for several nights&#44 encountered two small glowing figures&#44 experienced time displacement."
1962,"us","wa","seattle","circle","180","This event occurred many years ago when I was eight. I have never spoken publicly of it&#44 but now&#44 at the age of 45&#44 I am interested in"
1964,"us","ct","east hartford","fireball","1.5","Redish-Orange object falling e to w in northern sky North of East Hartford&#44 CT"
1965,"us","mo","jefferson city","sphere","120","Mid 1960&#39s in Jefferson City Mo silver sphere descended and rapidly ascended upon approach of a military jet"
1966,"us","ny","new york city (queens)","sphere","2700","SITING OF A MASSIVE UFO ABOVE THROGS NECK BRIDGE SEPTEMBER 1966"
1967,"us","ms","bentonia","light","300","a light that did not light the ground around me but was so bright i just could look at it then it shot across the sky"
1967,"us","oh","north royalton","disk","600","what did we see?"
1969,"us","ma","walpole","oval","300","The object just hovered for a few minutes without making sound.  There was no movement in the trees and the silence was deafening."
1958,"us","ky","ashland","circle","45","Near observations of a slow moving silent object and ground effects."
1952,"us","me","norridgewock","disk","300","SUNNY DAY&#44 WITHIN 450 FEET&#44 LOW...REPORTED TO DOW A.F.B.   IN BANGOR. NO NOISE SLOW ANTI GRAVITY DEF. NOT FROM EARTH&#33"
1956,"us","md","middle river","circle","60","three round blue-white disks in V formation moving from SE to NW"
1957,"us","tx","el paso","disk","600","Undified Flying Object"
1957,"us","tx","lake jackson","fireball","13","fireball seen on country  road."
1957,"us","wa","tacoma","disk","20","a large disk spacecraft the size of a Boeing 727 seen in the evening skies over Tacoma&#44 Wn."
1959,"us","nv","goldfield","light","60","The object hovered over the pick-up&#44 and raised it from the sand"
1959,"us","oh","dayton","disk","900","formation of 6 saucers moving from Wright Paterson east to Dayton Ohio"
1959,"us","nv","fallon","oval","7200","I was an Air Force radar operator at Fallon Navel Air Station&#44 in the year of 1959  Iwas working the day shift on that day.  Iwas on sc"
1960,"us","tn","kingsport","circle","300","An orange&#44 circular craft drifted over the house from east to west shortly after sundown."
1960,"us","wa","seattle","disk","120","Triple disc sighting prior to dusk with a light beam and possible healing. Witnessed."
1960,"us","ca","susanville","","360","Three craft in formation&#44 high altitude&#44 lights constant across sky - unlike aircraft running lights which blink and &quot;hide&quot;"
1961,"us","ne","wahoo","egg","300","Egg shaped craft near Wahoo&#44 NE"
1962,"us","nc","severn (northhampton) (uk/england)","unknown","900","Car electrical system failed&#44 then recovered"
1964,"us","ut","crescent junction","disk","300","Four discs&#44 glowing white&#44 shifting about&#44 zipped off FAST when military jets came roaring out of nowhere."
1964,"us","wa","yakima","disk","120","Here is my report"
1964,"us","sc","cowpens","disk","600","I looked in awe and fascination at the huge craft hovering directly over me and time seemed to stand still..."
1964,"us","ca","monterey","disk","1200","UFO responds to signals"
1965,"us","in","indianapolis","egg","20","Zig Zagging Egg in daytime"
1965,"us","pa","titusville","triangle","5","Man recalls back in the 1960&#39s of three trangular shaped objects moving northwest over his hometown toward Lake Erie in the night sky."
1965,"us","or","terrebonne","light","21600","Pairs of RED LIGHTS spinning up&#44 down&#44 spiraling&#44 twirling....as if playing."
1965,"us","ks","great bend","changing","180","White cube that glowed like a lightbulb"
1966,"us","in","terre haute","sphere","1800","Close Encounter with Scanning Object"
1966,"us","tx","clifton (near)","flash","3654000","I think I was Taken and accidently put in a different space time and then it was corrected.I have no memery of anything else."
1966,"us","ak","delta junction","cigar","900","Long Cigar shape w/portholes  bright orange on the ends or edges"
1966,"us","ca","canoga park","cigar","300","Blue cigar shape ufo seen over home in california 1966"
1966,"us","oh","toledo","triangle","1200","glowing orb hovers 20 feet above onlookers"
1966,"us","wv","huntington","triangle","45","Triangular object with red lights&#44 moved from hover to bullet speed in an instant. 2 observations&#44 2 different towns"
1967,"us","ks","cedar point","light","300","It is interesting to me tht I&#39ve had three encounters. 500 Lights On Object0: Yes"
1967,"us","or","chiloquin","disk","120","It was steel gray&#44 simigloss exterior.It was a disk. the sun was behind the horizon.It was dusk. the craft was hovering over the ri"
1967,"us","ca","santa rosa","circle","7","ORANGE/RED CIRCLE OR SPHERE. APPROX. - 15% TO 20% LARGER THAN FULL MOON."
1967,"us","me","caribou","disk","10","Three sightings: disc&#44 zig-zagging star&#44 bar of light"
1968,"us","ia","oelwein","cigar","300","a cigar shaped craft with muti-colored lights around it traveling toward the southwest absolutely silently and at a rather slow speed."
1968,"us","sd","white owl","fireball","18000","UFO analyzes missile site."
1969,"us","ca","merced","unknown","900","One evening when I was returning from classes at the local college&#44 I was driving west on M Street that at that time led back into town"
1966,"us","il","chicago","cigar","600","Chicago 1966 sighting when no aircraft were flying."
1956,"us","ar","hope","circle","1200","Sitting on a pond bank on sunny afternoon when 9 saucers appeared at 12:00 o&#39clock at a very high altitude.  They were silver in color"
1957,"us","ky","hopkinsville","cigar","600","4 matalic silver cigar shaped objects; no sound september1957&#44 kentucky"
1964,"us","il","chicago","sphere","2700","My name is Larry Cardozo.  I am 53 years old and live in Ventura&#44 California.  This sighting happened quite some time ago &#8211; I would gue"
1967,"us","ca","woodland hills","triangle","300","I noticed a light that appeard to be above the Sepulveda Mullholland pass area. The light moved vertically and horizontally stopped and"
1967,"us","oh","tipp city","light","300","An object &#44 reported in Project Blue Book&#44 followed us  for about one half mile then shot straight into the night sky."
1969,"us","ak","fairbanks","cigar","30","My sister and I were awakened by a flashing bright light. We looked out of the window and saw a hovering cigar shaped object. It stayed"
1956,"us","ct","greenwich","light","1290","Strange movements amoung the stars"
1967,"us","nm","albuquerque","unknown","3600","A property search and a  &quot;close encounter&quot; with unknowns?"
1965,"us","wa","kennewick","oval","10800","BADGER CANYON UFO LANDING&#44 SEPTEMBER 1965."
1966,"us","ca","los banos","egg","180","2 egg shaped objects in daylight near Los Banos CA"
1965,"us","me","waterville","circle","300","Round blue circular object hovers and dissolves in Maine."
1966,"us","va","norfolk","oval","5400","My dad Lcdr Lund said it was real later in my life&#44 this was a Navy Secret."
1966,"us","ia","red oak","oval","180","Beeping sounds and unidentifiable greenish&#44 foggy  light that flooded area for approx. 3 min. in the early morning hours."
1966,"us","ri","coventry","circle","1200","It was night and we all saw a hugh silver highly shiny circle craft not more than 100 feet away from us it  was an incredible thing to"
1962,"us","ga","savannah (hunter afb)","oval","180","Hunter AFB&#44 Savannah Georgia 1962-1963: Luminous zig-zag disk"
1964,"us","de","wilmington","unknown","10","I thought it was a star....until it MOVED....three times&#33"
1966,"us","wv","huntington","circle","60","Two circular objects noted in So. WV in 1966&#44 made 90 degree turns without changing speed."
1967,"us","wi","lone rock","oval","300","I had just had my car tuned-up that day and my mother and I were on our way to work at an ammunition plant&#44 2nd shift.  When the car qu"
1968,"us","nj","edison","disk","1800","Sighting of a disc shaped object by three people."
1968,"us","nj","edison","disk","1800","This object was seeen by three people of good reputation who were at a gas statiion in the Clara Barton section of Edison&#44 New Jeresey."
1968,"us","nj","edison","disk","1800","Three people saw a light go down in a nearby woods&#44 and approaching it found it was a saucer shaped object."
1967,"us","co","crestone (near alamosa)","fireball","30","Saw 3 house size balls of fire come straight down&#44 turn to fly horizontal straight at us for 40 miles in 3-4 seconds then pass out of s"
1962,"us","mo","st. louis","sphere","3600","Observation of spherical white colored craft in geostationary position for 1 hour plus."
1957,"us","ca","los gatos (west of)","disk","60","3 craft seen in day light&#44 very low altitude and as clear in detail and color as a car on the road."
1960,"us","ny","buffalo","oval","180","Precise movements of a &quot;craft&quot; apparently observing a large tank like structure."
1964,"us","ny","new york city (throggs neck bridge)","disk","180","Lengthy observation of low flying&#44 large spacecraft hovering just above Throggs Neck Bridge: September&#44 1964"
1965,"us","nj","spotswood","cylinder","10","Silent Cylinder Hovers over Schoolyard in Central NJ"
1966,"us","ca","bakersfield","circle","180","1966&#44 I was 11 flashing multicolored lites&#44 red green blue&#44 I think white not sure&#44 moved from stationary positon. fast&#33"
1966,"us","ne","columbus","circle","1800","Circular craft&#44 nighttime sighting&#44 close range&#44 red&#44 green&#44 yellow lights&#44 probable abduction&#44 missing time"
1967,"us","ky","corydon","disk","30","Saw a silver disk pass east to west over me on a sunny September aftermoon"
1966,"us","wa","pasco","disk","120","I WAS WITH MY FGIFL FRIEND AND HER PARENTS AT A SMALL PICNIC GROUND NEAR PASCO WA.IT WAS ALREADY DARK OUT &#44 I WAS FACING NORTH SHE WAS"
1967,"us","ne","beatrice","disk","120","sighting of disc in Beatrice Nebraska"
1958,"us","nd","arthur","unknown","900","Two lights of alternating color traveling and stopping at unexplainable rates of speed."
1967,"us","md","baltimore","unknown","300","Strange looking craft and possible lost time"
1966,"us","wv","hundred","oval","30","Object traveled across hills at moderate speed illuminating tree tops as it passed."
